from_totally_fake_account,recency,frequency,monetary,r_score,f_score,m_score
75338,0,1722,34841.43,1,4,4
75345,2,1019,25619.86,2,2,3
75362,0,868,24019.47,1,1,3
75369,0,1040,14646.4,1,2,1
75374,0,1651,29302.51,1,4,4
75376,0,1054,17044.45,1,2,1
75379,0,2020,24828.71,1,4,3
75381,0,714,30433.22,1,1,4
75396,0,1810,34238.7,1,4,4
75414,0,1701,17207.19,1,4,1
75418,0,979,16812.29,1,1,1
75429,0,898,32709.56,1,1,4
75435,0,1072,17754.54,1,2,2
75448,0,1156,38452.53,1,3,4
75477,3,1008,30707.11,3,2,4
75501,0,1827,18221.47,1,4,2
75508,0,981,20933.22,1,1,2
75537,0,1246,36701.6,1,3,4
75539,0,992,17917.14,1,2,2
75547,0,1229,24043.17,1,3,3
75552,0,1886,37703.090000000004,1,4,4
75566,0,1023,17238.09,1,2,1
75588,0,1593,18090.35,1,4,2
75600,0,1238,18515.02,1,3,2
75603,0,1522,32247.42,1,4,4
75608,0,1287,18671.61,1,3,2
75611,2,981,11973.9,2,1,1
75621,0,960,14156.09,1,1,1
75633,0,1961,21077.73,1,4,3
75661,0,1708,17497.97,1,4,1
75662,0,1049,21572.12,1,2,3
75665,0,1148,36053.34,1,2,4
75669,0,998,34071.5,1,2,4
75682,0,907,19727.85,1,1,2
75708,0,1049,33327.86,1,2,4
75715,0,1789,26715.87,1,4,3
75748,0,1713,23035.89,1,4,3
75761,0,1618,23825.39,1,4,3
75771,0,1110,21502.11,1,2,3
75772,1,958,16135.58,2,1,1
75816,0,975,15735.86,1,1,1
75823,0,1537,32264.74,1,4,4
75829,0,920,29222.39,1,1,4
75833,1,815,28257.85,2,1,3
75836,1,1130,32335.95,2,2,4
75841,1,1005,17183.73,2,2,1
75846,0,1003,31171.58,1,2,4
75857,1,1190,26387.829999999998,2,3,3
75862,0,1915,24195.98,1,4,3
75868,0,1909,30915.72,1,4,4
75881,0,1080,15597.64,1,2,1
75893,0,1535,22063.52,1,4,3
75897,0,1474,17977.58,1,3,2
75904,0,1453,33495.07,1,3,4
75908,0,983,19527.16,1,1,2
75924,0,1258,21807.03,1,3,3
75941,0,1334,17526.99,1,3,1
75944,1,1151,36646.66,2,2,4
75978,0,938,17459.05,1,1,1
76002,0,1392,15044.52,1,3,1
76022,0,2089,35398.73,1,4,4
76037,0,935,12409.66,1,1,1
76040,1,863,18562.010000000002,2,1,2
76062,1,1130,32383.63,2,2,4
76065,0,849,29303.81,1,1,4
76086,0,1033,21879.64,1,2,3
76093,0,1569,18446.69,1,4,2
76098,1,785,19177.56,2,1,2
76101,0,1123,19002.05,1,2,2
76105,1,1028,14583.35,2,2,1
76107,0,1312,16949.96,1,3,1
76112,1,960,32742.14,2,1,4
76131,0,1008,21018.98,1,2,2
76149,0,975,23950.45,1,1,3
76152,1,1055,31214.01,2,2,4
76235,0,1045,28416.84,1,2,3
76240,0,1298,17521.07,1,3,1
76258,1,1110,16088.29,2,2,1
76280,0,1614,16806.16,1,4,1
76287,0,1439,19061.85,1,3,2
76295,0,1680,18470.11,1,4,2
76313,1,819,17615.38,2,1,1
76328,0,1326,30056.920000000002,1,3,4
76369,0,1744,35572.49,1,4,4
76370,0,1690,17619.26,1,4,1
76393,1,927,31090.42,2,1,4
76394,0,1076,19059.87,1,2,2
76402,0,814,17792.36,1,1,2
76410,0,1084,11237.72,1,2,1
76426,0,951,14818.81,1,1,1
76456,0,1083,13611.12,1,2,1
76468,0,954,25314.56,1,1,3
76492,0,1315,22348.89,1,3,3
76498,0,949,20010.12,1,1,2
76511,0,1208,14753.72,1,3,1
76527,0,1505,19914.26,1,4,2
76546,0,1858,31004.8,1,4,4
76564,0,1430,13700.13,1,3,1
76569,0,1297,29858.86,1,3,4
76581,0,2077,27565.61,1,4,3
76584,0,1155,20651.54,1,3,2
76588,0,1464,19197.12,1,3,2
76590,1,930,14994.89,2,1,1
76604,0,2082,21286.24,1,4,3
76607,0,1015,32360.94,1,2,4
76635,0,1662,17343.53,1,4,1
76648,2,950,18736.73,2,1,2
76654,0,1646,21921.83,1,4,3
76659,1,1128,17583.41,2,2,1
76665,0,1763,31920.43,1,4,4
76687,0,1762,31049.739999999998,1,4,4
76697,0,1181,16415.73,1,3,1
76710,0,1551,22565.8,1,4,3
76734,0,1036,29639.59,1,2,4
76746,0,984,17942.18,1,1,2
76757,0,1437,22162.2,1,3,3
76758,0,1281,17442.01,1,3,1
76760,0,1313,30617.79,1,3,4
76786,0,1621,17338.73,1,4,1
76804,0,1045,20895.29,1,2,2
76808,0,1081,19709.17,1,2,2
76811,0,1399,20861.1,1,3,2
76812,0,1392,31280.76,1,3,4
76824,0,1381,22034.52,1,3,3
76839,1,850,24907.05,2,1,3
76856,0,1426,33579.57,1,3,4
76872,0,1519,17471.96,1,4,1
76898,0,947,30060.65,1,1,4
76906,0,1156,34724.03,1,3,4
76922,1,948,14956.89,2,1,1
76924,0,1653,19457.85,1,4,2
76930,0,1231,34265.01,1,3,4
76933,0,1435,20814.79,1,3,2
76941,0,1717,19378.42,1,4,2
76946,0,2065,22533.99,1,4,3
76947,0,1646,19435.91,1,4,2
76950,0,1731,15439.52,1,4,1
76974,0,1740,19777.09,1,4,2
76993,2,859,33862.54,2,1,4
77003,0,1135,24120.83,1,2,3
77038,0,1339,19993.68,1,3,2
77063,2,1086,22838.8,2,2,3
77064,2,966,25258.48,2,1,3
77071,1,1048,14188.2,2,2,1
77084,0,982,15419.82,1,1,1
77120,0,1664,34470.46,1,4,4
77126,0,1076,19251.3,1,2,2
77136,0,2352,18771.47,1,4,2
77159,1,896,31801.27,2,1,4
77167,0,2065,23222.76,1,4,3
77171,0,1333,16682.05,1,3,1
77173,0,1709,20124.58,1,4,2
77183,0,1662,22391.87,1,4,3
77195,0,1310,27158.52,1,3,3
77214,0,2076,27398.43,1,4,3
77217,0,1169,35408.04,1,3,4
77222,0,1204,12474.82,1,3,1
77230,0,1154,17078.98,1,2,1
77237,0,1070,20356.03,1,2,2
77243,0,1197,34044.26,1,3,4
77253,0,1590,19333.3,1,4,2
77273,0,1046,23434.02,1,2,3
77301,1,1094,21927.58,2,2,3
77357,0,896,26474.47,1,1,3
77363,0,1199,22061.47,1,3,3
77369,0,1477,21217.5,1,3,3
77380,0,1876,23532.66,1,4,3
77395,0,1221,33054.99,1,3,4
77400,0,1962,22389.9,1,4,3
77407,1,896,18094.170000000002,2,1,2
77410,0,1272,23845.98,1,3,3
77446,1,991,33442.83,2,2,4
77452,0,1468,25340.8,1,3,3
77458,0,1160,21417.85,1,3,3
77464,2,836,13116.27,2,1,1
77476,1,1164,19336.89,2,3,2
77479,0,900,34320.4,1,1,4
77493,0,1045,16628.67,1,2,1
77506,0,1484,14613.76,1,3,1
77512,0,1024,34011.71,1,2,4
77514,0,1497,12639.58,1,3,1
77527,0,1787,31847.83,1,4,4
77534,0,1041,13889.93,1,2,1
77557,0,1105,27272.06,1,2,3
77560,1,1044,31381.82,2,2,4
77584,0,1752,18461.77,1,4,2
77620,2,857,35606.56,2,1,4
77638,0,972,20325.34,1,1,2
77642,1,986,15043.38,2,1,1
77656,1,1028,21844.43,2,2,3
77669,1,1171,19643.8,2,3,2
77687,3,722,29626.14,3,1,4
77699,0,1847,31511.14,1,4,4
77753,0,911,13900.54,1,1,1
77761,0,1665,34813.71,1,4,4
77763,0,1279,20026.46,1,3,2
77787,1,1025,32319.8,2,2,4
77832,3,785,28392.23,3,1,3
77868,0,1246,15960.44,1,3,1
77913,0,1362,21571.32,1,3,3
77922,0,1060,29018.61,1,2,4
77948,0,1125,32411.13,1,2,4
77974,1,920,20911.31,2,1,2
77993,1,997,34244.14,2,2,4
78000,0,2009,28362.15,1,4,3
78017,0,1716,25659.82,1,4,3
78033,0,1414,22954.73,1,3,3
78049,0,1791,24705.55,1,4,3
78055,3,734,31322.09,3,1,4
78056,1,1269,25178.33,2,3,3
78057,0,1120,28987.28,1,2,4
78062,0,1451,24127.68,1,3,3
78067,0,1486,22023.04,1,3,3
78078,1,1036,17832.82,2,2,2
78092,1,1093,23010.51,2,2,3
78093,0,833,28603.46,1,1,3
78110,0,1550,13973.47,1,4,1
78115,2,1301,18155.19,2,3,2
78116,0,1031,19088.95,1,2,2
78125,0,957,16304.27,1,1,1
78137,0,1656,15583.29,1,4,1
78140,0,1161,21752.85,1,3,3
78177,0,1049,21843.07,1,2,3
78197,0,1091,16886.06,1,2,1
78198,0,1652,22164.98,1,4,3
78223,1,1376,31405.23,2,3,4
78224,2,1103,20613.22,2,2,2
78253,0,1544,13996.13,1,4,1
78258,2,935,31412.829999999998,2,1,4
78273,3,811,35816.99,3,1,4
78275,1,1080,17552.33,2,2,1
78306,1,1013,19988.77,2,2,2
78345,0,827,34640.13,1,1,4
78360,0,1613,30194.52,1,4,4
78380,0,1235,18643.5,1,3,2
78389,0,1156,14736.65,1,3,1
78401,0,1841,22388.6,1,4,3
78414,0,1100,19174.48,1,2,2
78415,0,1184,32449.670000000002,1,3,4
78418,0,1264,27049.09,1,3,3
78419,0,1214,22027.52,1,3,3
78422,0,1294,23394.7,1,3,3
78423,0,1680,19716.32,1,4,2
78430,0,991,19655.73,1,2,2
78440,1,572,28151.08,2,1,3
78445,0,1285,15881.64,1,3,1
78453,0,635,12731.53,1,1,1
78458,1,1082,27900.96,2,2,3
78468,0,1177,31009.54,1,3,4
78472,0,1694,28468.12,1,4,3
78478,3,875,15352.41,3,1,1
78482,0,1544,17910.16,1,4,2
78509,0,1547,34202.93,1,4,4
78533,0,1744,19843.88,1,4,2
78548,0,1125,21152.67,1,2,3
78568,0,830,32991.2,1,1,4
78576,0,992,12192.05,1,2,1
78589,0,1611,22609.37,1,4,3
78603,0,800,28405.03,1,1,3
78628,0,2017,23638.49,1,4,3
78647,1,976,27716.45,2,1,3
78652,0,1605,17238.64,1,4,1
78668,2,876,16429.46,2,1,1
78671,2,870,28773.36,2,1,3
78673,0,1608,16595.15,1,4,1
78681,2,901,19439.59,2,1,2
78704,0,780,14113.08,1,1,1
78719,0,949,16794.97,1,1,1
78720,1,1015,15908.35,2,2,1
78780,0,1558,19957.05,1,4,2
78784,0,975,18535.77,1,1,2
78790,0,931,32349.79,1,1,4
78794,3,970,14446.38,3,1,1
78801,1,929,16332.11,2,1,1
78802,0,943,14941.8,1,1,1
78804,0,1421,30838.69,1,3,4
78824,0,1195,21019.01,1,3,2
78828,0,955,15427.9,1,1,1
78864,0,972,17513.32,1,1,1
78868,2,1133,14390.96,2,2,1
78886,0,907,24098.19,1,1,3
78904,1,881,28413.74,2,1,3
78915,0,1860,19748.83,1,4,2
78918,0,1416,19793.76,1,3,2
78946,0,1153,13379.15,1,2,1
78963,0,1129,30653.27,1,2,4
78964,1,1054,15495.06,2,2,1
78974,0,1818,21218.12,1,4,3
78988,0,1531,30741.71,1,4,4
78993,0,889,26014.82,1,1,3
79033,0,1536,19202.47,1,4,2
79051,0,1003,21327.15,1,2,3
79064,1,880,30026.72,2,1,4
79079,0,1958,18972.05,1,4,2
79091,0,1991,35791.66,1,4,4
79100,1,868,12485.4,2,1,1
79121,0,1268,22711.18,1,3,3
79123,0,763,20990.1,1,1,2
79132,2,1022,20841.93,2,2,2
79141,0,934,12565.21,1,1,1
79147,0,1778,24051.11,1,4,3
79149,2,1349,18049.53,2,3,2
79156,1,990,14437.98,2,2,1
79161,0,1050,31579.47,1,2,4
79162,0,1151,18127.97,1,2,2
79174,0,1308,34895.47,1,3,4
79175,0,843,16246.78,1,1,1
79196,0,1563,33293.9,1,4,4
79273,0,925,32450.57,1,1,4
79277,0,1628,23062.82,1,4,3
79283,0,973,28945.78,1,1,4
79304,1,1077,24832.79,2,2,3
79384,0,1640,28617.4,1,4,3
79386,0,1031,17660.11,1,2,1
79391,0,989,15754.48,1,1,1
79411,0,1536,15647.49,1,4,1
79412,0,1523,21917.58,1,4,3
79415,0,695,12940.73,1,1,1
79442,0,1145,15971.37,1,2,1
79456,0,868,14209.07,1,1,1
79468,0,854,17361.77,1,1,1
79480,0,915,29355.5,1,1,4
79495,2,995,15319.93,2,2,1
79497,2,854,22018.78,2,1,3
79500,0,1657,23585.45,1,4,3
79510,0,1465,29266.82,1,3,4
79512,1,1191,14704.68,2,3,1
79518,0,1841,18318.14,1,4,2
79519,3,913,21723.68,3,1,3
79531,0,1570,15046.61,1,4,1
79546,0,1127,32209.75,1,2,4
79550,0,1091,17481.29,1,2,1
79551,0,1785,18681.05,1,4,2
79554,0,1137,21173.73,1,2,3
79591,0,1791,20142.76,1,4,2
79656,1,676,34847.61,2,1,4
79669,0,1927,30811.83,1,4,4
79674,2,1067,33594.58,2,2,4
79677,1,944,31590.28,2,1,4
79680,0,1021,15539.59,1,2,1
79698,0,1052,29994.53,1,2,4
79716,0,1206,19341.42,1,3,2
79739,0,1319,27036.38,1,3,3
79746,3,865,15289.73,3,1,1
79769,0,1279,21025.26,1,3,3
79779,0,1213,34212.11,1,3,4
79829,0,1343,33911.68,1,3,4
79841,0,965,18950.75,1,1,2
79863,0,1957,24831.12,1,4,3
79889,0,1887,21431.04,1,4,3
79891,0,1427,18193.89,1,3,2
79893,0,1906,30255.89,1,4,4
79895,0,1392,33074.61,1,3,4
79896,0,1747,24570.46,1,4,3
79904,3,861,15460.68,3,1,1
79910,0,1363,16623.51,1,3,1
79924,0,1899,21540.74,1,4,3
79941,0,1161,18501.94,1,3,2
79947,0,949,14798.44,1,1,1
79951,0,1177,19080.23,1,3,2
79963,0,1696,30276.8,1,4,4
79971,0,1412,33883.55,1,3,4
79987,0,1171,19573.7,1,3,2
79993,0,2126,23239.29,1,4,3
79999,1,1292,34288.15,2,3,4
80005,0,1091,23143.93,1,2,3
80006,0,866,26240.07,1,1,3
80047,0,889,21691.83,1,1,3
80064,0,1197,31928.53,1,3,4
80065,0,1248,18408.48,1,3,2
80068,1,834,13019.99,2,1,1
80073,0,1060,22014.21,1,2,3
80080,1,968,35884.43,2,1,4
80083,1,972,16991.15,2,1,1
80106,0,1089,31332.63,1,2,4
80140,1,802,34020.52,2,1,4
80144,0,1529,31638.23,1,4,4
80149,1,1059,17888.71,2,2,2
80150,1,1202,30838.8,2,3,4
80186,0,1149,34426.02,1,2,4
80202,0,1791,18708.71,1,4,2
80211,0,1161,23955.33,1,3,3
80216,3,723,19946.37,3,1,2
80245,0,1911,21040.29,1,4,3
80250,0,1428,16173.83,1,3,1
80252,0,1281,32845.3,1,3,4
80293,0,808,15653.59,1,1,1
80323,0,1784,16313.46,1,4,1
80333,1,1080,13936.76,2,2,1
80336,0,782,29932.56,1,1,4
80353,0,1655,15547.7,1,4,1
80414,0,1710,18680.88,1,4,2
80424,0,922,29313.59,1,1,4
80430,0,779,15463.460000000001,1,1,1
80438,0,1032,29142.22,1,2,4
80448,0,1600,15747.79,1,4,1
80455,3,943,18533.69,3,1,2
80463,0,925,14459.29,1,1,1
80477,0,1221,27719.260000000002,1,3,3
80492,0,1108,18955.77,1,2,2
80494,1,843,29926.28,2,1,4
80498,0,1246,21929.17,1,3,3
80507,0,1054,17634.97,1,2,1
80508,0,1064,20204.82,1,2,2
80512,0,1328,30057.43,1,3,4
80526,0,1817,16836.48,1,4,1
80536,0,1843,17979.99,1,4,2
80540,0,939,16727.97,1,1,1
80558,0,1393,21980.1,1,3,3
80580,0,1071,14981.94,1,2,1
80590,0,1433,21961.87,1,3,3
80592,0,1692,15829.27,1,4,1
80597,0,1423,22875.17,1,3,3
80598,0,1115,18833.39,1,2,2
80606,0,1935,19715.76,1,4,2
80626,0,1216,20720.96,1,3,2
80627,0,1433,20953.21,1,3,2
80632,0,987,32328.85,1,1,4
80638,0,1454,33477.1,1,3,4
80654,0,1137,18307.9,1,2,2
80658,0,1321,21250.6,1,3,3
80661,0,902,21459.57,1,1,3
80667,0,1198,18711.11,1,3,2
80685,0,1152,16529.44,1,2,1
80695,0,752,28439.6,1,1,3
80697,0,1870,32031.14,1,4,4
80711,0,1749,39517.39,1,4,4
80752,1,1079,27412.87,2,2,3
80758,0,1036,16117.97,1,2,1
80762,0,985,18080.58,1,1,2
80763,0,1231,22248.25,1,3,3
80767,0,1625,33030.85,1,4,4
80772,0,1047,22663.23,1,2,3
80785,0,944,20818.93,1,1,2
80792,0,950,26346.670000000002,1,1,3
80801,0,875,22088.66,1,1,3
80808,0,1791,33218.42,1,4,4
80816,0,1057,22611.35,1,2,3
80844,0,1650,34944.34,1,4,4
80850,0,1094,28479.77,1,2,3
80869,0,1724,21323.85,1,4,3
80884,0,1430,30461.57,1,3,4
80895,0,1327,19386.7,1,3,2
80917,0,994,18800.58,1,2,2
80925,1,979,16679.83,2,1,1
80929,0,1066,15084.45,1,2,1
80950,1,845,15604.86,2,1,1
80956,0,1286,18180.63,1,3,2
80963,0,1340,18754.24,1,3,2
80975,0,1684,19058.87,1,4,2
80985,0,2139,39047.24,1,4,4
81012,1,1110,19441.42,2,2,2
81014,0,1516,16349.53,1,4,1
81026,2,1073,21153.27,2,2,3
81055,0,1090,12472.57,1,2,1
81121,0,923,15738.5,1,1,1
81160,1,900,15172.4,2,1,1
81179,1,989,18793.89,2,1,2
81185,0,921,34298.12,1,1,4
81202,0,1124,15001.36,1,2,1
81218,0,1843,16737.64,1,4,1
81219,0,931,31883.03,1,1,4
81220,0,1036,28836.58,1,2,3
81237,1,994,14428.3,2,2,1
81259,0,1180,17628.68,1,3,1
81270,0,1157,20600.92,1,3,2
81295,0,1505,32610.07,1,4,4
81302,0,725,29152.19,1,1,4
81309,1,718,28191.13,2,1,3
81352,0,1219,19414.29,1,3,2
81373,0,1167,19898.04,1,3,2
81375,0,995,26194.43,1,2,3
81381,0,1293,20765.93,1,3,2
81384,0,1121,17052.92,1,2,1
81385,1,971,24615.6,2,1,3
81402,1,1119,18776.32,2,2,2
81404,0,1117,32511.05,1,2,4
81434,0,1706,22861.489999999998,1,4,3
81451,0,1426,19922.09,1,3,2
81455,0,1099,21752.49,1,2,3
81480,0,940,23740.66,1,1,3
81487,0,1204,31985.86,1,3,4
81488,0,1029,14488.23,1,2,1
81493,0,2104,24355.86,1,4,3
81497,2,946,33210.53,2,1,4
81504,1,947,14723.34,2,1,1
81529,0,1029,19388.08,1,2,2
81540,0,844,27240.399999999998,1,1,3
81568,0,1323,34802.63,1,3,4
81590,0,861,30439.75,1,1,4
81593,3,905,32624.35,3,1,4
81637,0,1235,22731.57,1,3,3
81648,0,1492,19805.4,1,3,2
81649,2,1152,24153.76,2,2,3
81650,0,1011,16536.55,1,2,1
81652,0,986,16638.62,1,1,1
81657,0,1451,22115.47,1,3,3
81676,3,693,17430.24,3,1,1
81687,0,1080,20958.09,1,2,2
81705,0,1666,30170.71,1,4,4
81719,0,1789,20614.32,1,4,2
81729,0,1295,33630.19,1,3,4
81736,0,774,14340.81,1,1,1
81738,1,843,15030.61,2,1,1
81758,0,666,12090.17,1,1,1
81784,0,1847,24091.06,1,4,3
81785,0,1746,17651.47,1,4,1
81793,0,1816,17290.84,1,4,1
81823,1,1005,16433.75,2,2,1
81825,0,1109,18026.55,1,2,2
81826,0,2080,20974.59,1,4,2
81834,0,1070,17891.78,1,2,2
81835,0,866,14692.550000000001,1,1,1
81845,0,1239,24088.46,1,3,3
81855,0,1331,16204.33,1,3,1
81861,0,957,23306.97,1,1,3
81897,1,1061,32895.96,2,2,4
81901,0,1667,17874.18,1,4,2
81911,0,1132,17442.91,1,2,1
81912,0,1612,23547.12,1,4,3
81918,1,804,31449.57,2,1,4
81919,3,1026,15253.92,3,2,1
81946,0,1347,24662.11,1,3,3
81956,0,1042,26685.9,1,2,3
81963,0,1845,16747.35,1,4,1
82011,0,1188,22110.2,1,3,3
82015,0,991,21484.010000000002,1,2,3
82019,0,1041,27184.09,1,2,3
82058,0,753,17072.4,1,1,1
82073,0,1735,27660.53,1,4,3
82082,1,1075,14888.46,2,2,1
82104,0,921,31493.77,1,1,4
82112,1,878,20735.48,2,1,2
82181,0,1553,23150.9,1,4,3
82199,2,1071,32815.05,2,2,4
82224,0,1978,32962.56,1,4,4
82240,0,1769,14229.05,1,4,1
82267,0,919,21442.88,1,1,3
82287,0,1777,16427.23,1,4,1
82313,0,1375,36980.24,1,3,4
82317,0,1018,15320.69,1,2,1
82341,0,1050,22181.0,1,2,3
82362,0,1703,23186.46,1,4,3
82375,0,1005,14114.97,1,2,1
82398,0,1950,21027.87,1,4,3
82399,0,1277,29997.079999999998,1,3,4
82406,0,1672,13926.04,1,4,1
82427,3,866,29145.6,3,1,4
82447,0,1019,33712.33,1,2,4
82452,2,721,29758.81,2,1,4
82454,0,1644,18881.44,1,4,2
82490,0,1188,19238.85,1,3,2
82505,3,637,12056.32,3,1,1
82519,0,991,23634.760000000002,1,2,3
82527,0,1263,28617.47,1,3,3
82572,0,1198,18609.34,1,3,2
82585,0,780,33520.24,1,1,4
82590,1,1116,12467.13,2,2,1
82617,0,1200,17963.95,1,3,2
82638,0,1014,18567.49,1,2,2
82639,0,1118,27876.63,1,2,3
82647,0,625,13353.62,1,1,1
82648,0,1012,15441.45,1,2,1
82651,0,1393,16583.24,1,3,1
82652,1,989,30525.27,2,1,4
82665,1,947,15252.7,2,1,1
82671,0,1319,18093.44,1,3,2
82680,0,927,16661.77,1,1,1
82687,0,1480,22470.49,1,3,3
82700,1,887,17296.1,2,1,1
82704,0,817,33797.64,1,1,4
82706,1,1129,26416.15,2,2,3
82707,0,1680,21859.36,1,4,3
82719,0,1741,19946.65,1,4,2
82725,0,874,23627.77,1,1,3
82744,0,962,20775.17,1,1,2
82752,0,1053,21900.69,1,2,3
82756,0,1112,12159.54,1,2,1
82765,0,1042,21767.99,1,2,3
82767,0,1228,33168.33,1,3,4
82780,0,1550,30153.18,1,4,4
82787,2,800,13110.52,2,1,1
82796,0,1645,18373.73,1,4,2
82802,0,1877,19765.06,1,4,2
82806,0,913,14013.79,1,1,1
82816,0,1162,20447.55,1,3,2
82818,0,833,17860.51,1,1,2
82823,1,1065,20353.74,2,2,2
82829,0,1160,36293.48,1,3,4
82853,0,882,30831.38,1,1,4
82856,0,1609,22839.34,1,4,3
82861,0,1572,19931.03,1,4,2
82862,0,1768,38037.25,1,4,4
82865,0,1150,18053.81,1,2,2
82874,0,1231,20585.4,1,3,2
82886,1,978,17329.73,2,1,1
82887,0,1699,21546.67,1,4,3
82909,0,1038,31244.39,1,2,4
82912,0,956,14686.4,1,1,1
82931,1,1224,31883.75,2,3,4
82953,0,1105,41150.74,1,2,4
82958,1,1245,32585.46,2,3,4
82980,0,1672,21485.43,1,4,3
83030,0,1077,12693.66,1,2,1
83036,0,1589,33597.49,1,4,4
83037,0,1661,20841.13,1,4,2
83041,0,2027,18339.11,1,4,2
83050,1,1222,20417.0,2,3,2
83061,0,1056,18548.8,1,2,2
83067,0,1553,29212.53,1,4,4
83068,0,1862,19574.52,1,4,2
83092,1,1257,16802.89,2,3,1
83100,0,1608,16325.81,1,4,1
83121,2,927,13852.58,2,1,1
83127,1,1198,15684.69,2,3,1
83145,0,917,18763.81,1,1,2
83164,0,2088,19757.24,1,4,2
83177,0,1497,27083.13,1,3,3
83178,0,1869,24884.420000000002,1,4,3
83195,0,891,17637.57,1,1,1
83201,0,1107,21044.87,1,2,3
83210,0,1152,19224.33,1,2,2
83215,0,1055,23017.84,1,2,3
83222,0,1164,30702.579999999998,1,3,4
83236,0,1126,26310.04,1,2,3
83264,0,911,15364.68,1,1,1
83295,0,796,21634.81,1,1,3
83304,0,1146,24916.91,1,2,3
83323,0,998,18504.51,1,2,2
83325,0,1046,26013.85,1,2,3
83345,1,937,18435.52,2,1,2
83402,0,1091,17361.63,1,2,1
83427,0,1205,32347.27,1,3,4
83454,0,1074,24267.53,1,2,3
83457,0,1127,25116.29,1,2,3
83462,0,1276,16488.79,1,3,1
83481,0,1567,19671.1,1,4,2
83493,2,879,28197.61,2,1,3
83525,0,896,12673.12,1,1,1
83533,0,1047,25874.6,1,2,3
83551,0,691,18825.98,1,1,2
83574,0,1019,32775.7,1,2,4
83578,0,1094,29913.44,1,2,4
83585,0,1603,20899.75,1,4,2
83591,0,2058,24309.72,1,4,3
83593,0,1173,23617.48,1,3,3
83599,0,1205,16464.6,1,3,1
83601,0,1092,25280.35,1,2,3
83681,1,993,32770.86,2,2,4
83689,0,758,9890.59,1,1,1
83704,0,1071,15553.65,1,2,1
83719,0,2025,19122.89,1,4,2
83726,0,1882,33107.96,1,4,4
83741,0,1025,24214.75,1,2,3
83742,0,2059,33131.92,1,4,4
83765,0,1847,25859.05,1,4,3
83788,0,1147,29541.11,1,2,4
83789,2,1036,32740.54,2,2,4
83810,0,1210,15997.74,1,3,1
83816,0,920,10088.11,1,1,1
83818,0,1839,36652.18,1,4,4
83845,0,1654,30173.02,1,4,4
83848,0,774,9210.14,1,1,1
83870,0,1349,18315.65,1,3,2
83907,0,1799,34420.93,1,4,4
83908,0,832,30649.94,1,1,4
83910,0,1702,24349.54,1,4,3
83926,0,957,20141.98,1,1,2
83928,1,834,31668.83,2,1,4
83934,0,990,29711.74,1,2,4
83935,0,1566,36170.34,1,4,4
83951,0,861,14813.16,1,1,1
83960,0,1114,19783.51,1,2,2
83968,0,1110,17747.41,1,2,2
83981,0,1730,18742.02,1,4,2
83982,0,846,20064.18,1,1,2
83984,0,1461,18970.42,1,3,2
83985,2,1186,30155.11,2,3,4
83998,0,1817,18786.57,1,4,2
84000,0,932,33602.23,1,1,4
84041,0,1837,17571.1,1,4,1
84051,0,1085,31288.68,1,2,4
84061,0,1232,19326.25,1,3,2
84070,0,997,19002.95,1,2,2
84119,0,1325,17866.77,1,3,2
84128,1,955,26335.57,2,1,3
84131,3,985,14866.32,3,1,1
84132,0,1696,16965.88,1,4,1
84134,0,1237,17953.76,1,3,2
84136,0,1702,21208.03,1,4,3
84138,0,1556,33366.8,1,4,4
84143,0,1637,20762.4,1,4,2
84151,0,1068,32969.22,1,2,4
84162,0,1741,21777.4,1,4,3
84169,0,917,32604.05,1,1,4
84189,0,1377,34029.69,1,3,4
84192,0,1922,36789.49,1,4,4
84193,0,1465,17843.93,1,3,2
84224,0,1508,36382.21,1,4,4
84242,3,867,12497.57,3,1,1
84251,0,1237,19207.69,1,3,2
84262,0,1569,22879.6,1,4,3
84283,0,1881,19471.48,1,4,2
84298,0,1125,33550.52,1,2,4
84302,0,1251,30287.1,1,3,4
84316,0,1220,36664.54,1,3,4
84326,0,1199,35885.23,1,3,4
84336,0,1707,21163.47,1,4,3
84354,0,989,14939.01,1,1,1
84358,0,1741,16569.68,1,4,1
84363,1,936,17275.92,2,1,1
84377,0,1660,30696.42,1,4,4
84417,0,975,16323.17,1,1,1
84432,0,953,21107.61,1,1,3
84437,0,1822,22991.17,1,4,3
84454,0,1079,21962.59,1,2,3
84459,0,960,12525.92,1,1,1
84472,0,1153,17181.79,1,2,1
84484,1,1201,21653.25,2,3,3
84496,0,1043,29862.79,1,2,4
84498,0,877,28895.27,1,1,3
84504,0,805,28650.57,1,1,3
84535,0,1109,23059.24,1,2,3
84550,0,818,22023.21,1,1,3
84553,0,1763,23113.63,1,4,3
84579,0,2222,21157.6,1,4,3
84583,0,1600,18739.63,1,4,2
84594,0,1450,30039.63,1,3,4
84609,0,898,21811.68,1,1,3
84613,0,1639,21269.78,1,4,3
84625,0,1643,16093.62,1,4,1
84632,0,1476,15893.039999999999,1,3,1
84655,0,1155,16486.35,1,3,1
84658,0,1577,38980.48,1,4,4
84687,0,1153,17543.28,1,2,1
84699,1,1003,13256.83,2,2,1
84702,0,1456,38352.02,1,3,4
84708,0,1695,18453.28,1,4,2
84740,0,1237,16542.24,1,3,1
84757,0,1049,34668.95,1,2,4
84763,0,1180,19427.23,1,3,2
84766,0,1062,29361.37,1,2,4
84779,0,1198,31046.19,1,3,4
